Sueldo,CCAA
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
58461.06,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
58461.06,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
58461.06,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
58461.06,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
58461.06,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
58461.06,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
47741.4,Gobierno Illes Balears
80111.4,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
58461.06,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
87861.48,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
58461.06,Gobierno Illes Balears
47741.4,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
46746.65,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
58461.06,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
53998.8,Gobierno Illes Balears
58461.06,Gobierno Illes Balears
