Sueldo,CCAA
75084,Comunidad De Madrid
93855,Comunidad De Madrid
93855,Comunidad De Madrid
93855,Comunidad De Madrid
93855,Comunidad De Madrid
93855,Comunidad De Madrid
93855,Comunidad De Madrid
93855,Comunidad De Madrid
93855,Comunidad De Madrid
93855,Comunidad De Madrid
93855,Comunidad De Madrid
93855,Comunidad De Madrid
75084,Comunidad De Madrid
75084,Comunidad De Madrid
75084,Comunidad De Madrid
101228.34,Comunidad De Madrid
93855,Comunidad De Madrid
93855,Comunidad De Madrid
93855,Comunidad De Madrid
93855,Comunidad De Madrid
100556.52,Comunidad De Madrid
93855,Comunidad De Madrid
93855,Comunidad De Madrid
93855,Comunidad De Madrid
100556.52,Comunidad De Madrid
93855,Comunidad De Madrid
93855,Comunidad De Madrid
93855,Comunidad De Madrid
93855,Comunidad De Madrid
93855,Comunidad De Madrid
97277.4,Comunidad De Madrid
93855,Comunidad De Madrid
97277.4,Comunidad De Madrid
97277.4,Comunidad De Madrid
93855,Comunidad De Madrid
93855,Comunidad De Madrid
93855,Comunidad De Madrid
100556.52,Comunidad De Madrid
100556.52,Comunidad De Madrid
97277.4,Comunidad De Madrid
82209.94,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
62154.26,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
110759.94,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
110759.94,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
110759.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
75123.44,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
110407.82,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
110759.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
110759.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
110759.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
110407.82,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
110759.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
110759.94,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
110759.94,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
110759.94,Generalitat De Catalunya
110759.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
110759.94,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
110407.82,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
110759.94,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
85769.1,Generalitat De Catalunya
82209.94,Generalitat De Catalunya
64415.45,Generalitat Valenciana
63927.54,Generalitat Valenciana
66968.28,Generalitat Valenciana
62260.64,Generalitat Valenciana
62069.16,Generalitat Valenciana
70174.97,Generalitat Valenciana
61635.86,Generalitat Valenciana
62775.66,Generalitat Valenciana
56504.78,Generalitat Valenciana
62719.69,Generalitat Valenciana
68620.26,Generalitat Valenciana
56504.78,Generalitat Valenciana
63416.06,Generalitat Valenciana
66886.8,Generalitat Valenciana
60743.78,Generalitat Valenciana
58744.08,Generalitat Valenciana
61688.24,Generalitat Valenciana
56504.78,Generalitat Valenciana
56504.78,Generalitat Valenciana
62052.6,Generalitat Valenciana
58744.08,Generalitat Valenciana
60536.36,Generalitat Valenciana
67615.88,Generalitat Valenciana
64415.45,Generalitat Valenciana
56504.78,Generalitat Valenciana
59742.34,Generalitat Valenciana
56504.78,Generalitat Valenciana
59187.6,Generalitat Valenciana
68702.78,Generalitat Valenciana
64415.42,Generalitat Valenciana
66820.68,Generalitat Valenciana
59108.91,Generalitat Valenciana
66381.13,Generalitat Valenciana
71205.26,Generalitat Valenciana
60735.18,Generalitat Valenciana
56504.78,Generalitat Valenciana
56504.66,Generalitat Valenciana
61294.48,Generalitat Valenciana
69862.86,Generalitat Valenciana
70889.72,Generalitat Valenciana
61575.1,Generalitat Valenciana
66968.28,Generalitat Valenciana
58808.52,Generalitat Valenciana
56504.78,Generalitat Valenciana
56504.78,Generalitat Valenciana
55593.44,Generalitat Valenciana
64738.18,Generalitat Valenciana
58744.08,Generalitat Valenciana
65140.34,Generalitat Valenciana
60532.82,Generalitat Valenciana
62381.9,Generalitat Valenciana
56504.78,Generalitat Valenciana
63434.76,Generalitat Valenciana
68383.5,Generalitat Valenciana
58232.6,Generalitat Valenciana
56504.78,Generalitat Valenciana
56504.78,Generalitat Valenciana
58229.06,Generalitat Valenciana
64415.42,Generalitat Valenciana
60584.44,Generalitat Valenciana
58744.08,Generalitat Valenciana
56504.66,Generalitat Valenciana
63992,Generalitat Valenciana
56504.78,Generalitat Valenciana
57459.78,Generalitat Valenciana
61112.24,Generalitat Valenciana
58232.6,Generalitat Valenciana
59960.42,Generalitat Valenciana
63996.58,Generalitat Valenciana
63927.54,Generalitat Valenciana
58229.06,Generalitat Valenciana
68447,Generalitat Valenciana
50344.68,Generalitat Valenciana
69022.94,Generalitat Valenciana
59822,Generalitat Valenciana
69011.45,Generalitat Valenciana
63927.54,Generalitat Valenciana
56504.78,Generalitat Valenciana
69011.48,Generalitat Valenciana
62264.18,Generalitat Valenciana
56504.78,Generalitat Valenciana
58232.6,Generalitat Valenciana
72661.53,Generalitat Valenciana
71325.77,Generalitat Valenciana
62357.13,Generalitat Valenciana
64337.18,Generalitat Valenciana
58744.08,Generalitat Valenciana
58744.08,Generalitat Valenciana
62534.32,Generalitat Valenciana
56504.78,Generalitat Valenciana
56504.78,Generalitat Valenciana
59959.86,Generalitat Valenciana
56504.78,Generalitat Valenciana
56504.78,Generalitat Valenciana
60802.28,Generalitat Valenciana
66231.3,Generalitat Valenciana
66998.28,Generalitat Valenciana
58757.52,Generalitat Valenciana
58757.52,Generalitat Valenciana
58757.52,Generalitat Valenciana
64415.45,Generalitat Valenciana
67938.52,Generalitat Valenciana
73459.68,Generalitat Valenciana
64743.72,Gobierno De Aragón
64743.72,Gobierno De Aragón
72985.8,Gobierno De Aragón
67047.48,Gobierno De Aragón
68282.54,Gobierno De Aragón
69351.24,Gobierno De Aragón
71655,Gobierno De Aragón
68199.36,Gobierno De Aragón
65895.6,Gobierno De Aragón
69351.24,Gobierno De Aragón
71079.06,Gobierno De Aragón
65906.16,Gobierno De Aragón
64743.72,Gobierno De Aragón
69927.18,Gobierno De Aragón
70503.12,Gobierno De Aragón
66653.72,Gobierno De Aragón
65895.6,Gobierno De Aragón
66150.4,Gobierno De Aragón
64743.72,Gobierno De Aragón
65906.16,Gobierno De Aragón
64743.72,Gobierno De Aragón
64743.56,Gobierno De Aragón
69996.22,Gobierno De Aragón
70503.12,Gobierno De Aragón
69927.18,Gobierno De Aragón
69927.18,Gobierno De Aragón
70503.12,Gobierno De Aragón
64743.72,Gobierno De Aragón
69927.18,Gobierno De Aragón
64743.72,Gobierno De Aragón
74545.26,Gobierno De Aragón
70503.12,Gobierno De Aragón
73556.74,Gobierno De Aragón
64743.72,Gobierno De Aragón
67623.42,Gobierno De Aragón
64743.72,Gobierno De Aragón
70503.12,Gobierno De Aragón
71655,Gobierno De Aragón
70503.12,Gobierno De Aragón
68199.36,Gobierno De Aragón
70951.22,Gobierno De Aragón
65906.16,Gobierno De Aragón
64743.72,Gobierno De Aragón
68563.72,Gobierno De Aragón
69927.18,Gobierno De Aragón
64743.72,Gobierno De Aragón
70404.68,Gobierno De Aragón
86070.12,Gobierno De Aragón
65319.66,Gobierno De Aragón
73059.3,Gobierno De Aragón
64743.72,Gobierno De Aragón
70503.12,Gobierno De Aragón
70503.12,Gobierno De Aragón
65906.16,Gobierno De Aragón
65742.6,Gobierno De Aragón
69927.18,Gobierno De Aragón
64743.72,Gobierno De Aragón
68775.3,Gobierno De Aragón
64743.72,Gobierno De Aragón
68775.3,Gobierno De Aragón
68381.54,Gobierno De Aragón
68199.36,Gobierno De Aragón
71830.92,Gobierno De Aragón
71079.06,Gobierno De Aragón
75147.96,Gobierno De Aragón
67623.26,Gobierno De Aragón
67297.92,Gobierno De Aragón
68199.36,Gobierno De Aragón
64743.72,Gobierno De Aragón
64743.72,Gobierno De Aragón
64743.72,Gobierno De Aragón
71636.16,Gobierno De Aragón
65906.16,Gobierno De Aragón
64743.72,Gobierno De Aragón
64743.72,Gobierno De Aragón
69518.72,Gobierno De Aragón
65906.16,Gobierno De Aragón
72241.5,Gobierno De Aragón
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
64985.66,Gobierno De Asturias
55736.44,Gobierno De Asturias
48836.78,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
64985.66,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
64985.66,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
64985.66,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
64985.66,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
64985.66,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
64985.66,Gobierno De Asturias
55736.44,Gobierno De Asturias
53346.74,Gobierno De Asturias
64985.66,Gobierno De Asturias
55736.44,Gobierno De Asturias
64985.66,Gobierno De Asturias
55736.44,Gobierno De Asturias
64985.66,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
53346.74,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
64985.66,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
55736.44,Gobierno De Asturias
68965,Gobierno De Canarias
60403.43,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
66736.4,Gobierno De Canarias
60403.43,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
60403.43,Gobierno De Canarias
59659.87,Gobierno De Canarias
60403.43,Gobierno De Canarias
59659.87,Gobierno De Canarias
60403.43,Gobierno De Canarias
59659.87,Gobierno De Canarias
49200.45,Gobierno De Canarias
60403.43,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
89808.55,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
66736.4,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
66736.4,Gobierno De Canarias
59659.87,Gobierno De Canarias
66736.4,Gobierno De Canarias
46824.51,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
66736.4,Gobierno De Canarias
49200.45,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
60403.43,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
66736.4,Gobierno De Canarias
59659.87,Gobierno De Canarias
60403.43,Gobierno De Canarias
60403.43,Gobierno De Canarias
59659.87,Gobierno De Canarias
60403.43,Gobierno De Canarias
74447.03,Gobierno De Canarias
49200.45,Gobierno De Canarias
54687.28,Gobierno De Canarias
59659.87,Gobierno De Canarias
60403.43,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
75722.47,Gobierno De Canarias
60403.43,Gobierno De Canarias
59659.87,Gobierno De Canarias
54687.28,Gobierno De Canarias
60403.43,Gobierno De Canarias
66736.4,Gobierno De Canarias
59659.87,Gobierno De Canarias
60403.43,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
66736.4,Gobierno De Canarias
66736.4,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
60403.43,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
60403.43,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
66736.4,Gobierno De Canarias
59659.87,Gobierno De Canarias
60403.43,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
59659.87,Gobierno De Canarias
61794.6,Gobierno De Cantabria
34156.25,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
54507,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
75963.79,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
89199.59,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
56996.05,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
56105.5,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61182.77,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
62412.55,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
47095.18,Gobierno De Cantabria
46924.6,Gobierno De Cantabria
57970.25,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61182.77,Gobierno De Cantabria
57970.25,Gobierno De Cantabria
75963.79,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
81608,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61206,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61182.77,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
57970.25,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
47944.7,Gobierno De Cantabria
59652.62,Gobierno De Cantabria
56996.05,Gobierno De Cantabria
61182.77,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
57970.25,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
57970.25,Gobierno De Cantabria
64459.1,Gobierno De Cantabria
56996.05,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
58734.3,Gobierno De Cantabria
48660.8,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
53592.75,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
57970.25,Gobierno De Cantabria
46639.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
59652.62,Gobierno De Cantabria
56996.05,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
61794.6,Gobierno De Cantabria
57970.25,Gobierno De Cantabria
59350.64,Gobierno De Cantabria
67465.16,Gobierno De La Rioja
67465.16,Gobierno De La Rioja
67465.16,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
58665.38,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
67465.16,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
67465.16,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
67465.16,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
67465.16,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
58665.38,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
67465.16,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
61598.58,Gobierno De La Rioja
58665.38,Gobierno De La Rioja
71112.66,Gobierno De Murcia
54064.12,Gobierno De Murcia
54064.12,Gobierno De Murcia
54064.12,Gobierno De Murcia
54064.12,Gobierno De Murcia
54064.12,Gobierno De Murcia
54064.12,Gobierno De Murcia
63036.24,Gobierno De Murcia
54064.12,Gobierno De Murcia
54064.12,Gobierno De Murcia
71112.66,Gobierno De Murcia
71112.66,Gobierno De Murcia
63036.24,Gobierno De Murcia
54064.12,Gobierno De Murcia
54064.12,Gobierno De Murcia
54064.12,Gobierno De Murcia
54064.12,Gobierno De Murcia
63036.24,Gobierno De Murcia
71112.66,Gobierno De Murcia
54064.12,Gobierno De Murcia
63036.24,Gobierno De Murcia
63036.24,Gobierno De Murcia
54064.12,Gobierno De Murcia
54064.12,Gobierno De Murcia
71112.66,Gobierno De Murcia
54064.12,Gobierno De Murcia
54064.12,Gobierno De Murcia
54064.12,Gobierno De Murcia
54064.12,Gobierno De Murcia
54064.12,Gobierno De Murcia
54064.12,Gobierno De Murcia
71112.66,Gobierno De Murcia
54064.12,Gobierno De Murcia
63036.24,Gobierno De Murcia
54064.12,Gobierno De Murcia
54064.12,Gobierno De Murcia
54064.12,Gobierno De Murcia
54064.12,Gobierno De Murcia
54064.12,Gobierno De Murcia
54064.12,Gobierno De Murcia
63036.24,Gobierno De Murcia
54064.12,Gobierno De Murcia
54064.12,Gobierno De Murcia
54064.12,Gobierno De Murcia
54064.12,Gobierno De Murcia
63036.24,Gobierno De Murcia
54064.12,Gobierno De Murcia
63036.24,Gobierno De Murcia
54064.12,Gobierno De Murcia
54064.12,Gobierno De Murcia
63036.24,Gobierno De Murcia
54064.12,Gobierno De Murcia
71112.66,Gobierno De Murcia
54064.12,Gobierno De Murcia
63036.24,Gobierno De Murcia
63036.24,Gobierno De Murcia
63036.24,Gobierno De Murcia
54064.12,Gobierno De Murcia
63036.24,Gobierno De Murcia
54064.12,Gobierno De Murcia
71112.66,Gobierno De Murcia
63036.24,Gobierno De Murcia
71112.66,Gobierno De Murcia
54064.12,Gobierno De Murcia
71112.66,Gobierno De Murcia
54064.12,Gobierno De Murcia
54064.12,Gobierno De Murcia
